NPI,PROVIDER_NAME,PRIMARY_SPECIALTY,DISEASE,SECONDARY_SPECIALTY,TELEHEALTH,FACILITY_NAME,STATE,ZIP,COUNTY_FIPS,COUNTY,TOT_BENES,TOT_SRVCS,BENE_AVG_RISK_SCRE,TOTAL_UTILIZATION_EXACT,AVG_UTILIZATION_PERCENTILE,TELEHEALTH_FLAG,AREA_PROVIDER_COUNT,AREA_TOTAL_BENEFICIARIES,DEMAND_PROXY,AREA_TOTAL_SERVICES,BENEFICIARIES_PER_PROVIDER,DEMAND_PER_PROVIDER,REQUIRED_PROVIDERS,PROVIDER_SHORTAGE,ADEQUACY_SCORE,DEMAND_PRESSURE_SCORE,SERVICES_PER_BENEFICIARY,UTILIZATION_PRESSURE_SCORE,AREA_RISK_SCORE,RISK_SCORE,ACCESS_LEVEL,RECOMMENDED_ADDITIONAL_PROVIDERS,BENEFICIARY_SHARE_OF_AREA,SERVICE_SHARE_OF_AREA,PROVIDER_RISK_SCORE,UTILIZATION_INTENSITY_SCORE,CAPACITY_LOAD_INDEX
1800000527,WALKER JAMES,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - SAN ANTONIO,TX,78285,48029,Bexar County,5901,18218.3,0.9,11.1,67.25,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.0873,62.67,48.71,22.71,ADEQUATE,0,0.026588,0.023323,0.32,70.97,143.93
1800000528,EDWARDS OLIVIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - LEON VALLEY,TX,78205,48029,Bexar County,5978,27292.2,1.1471,3.1,40.52,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.5654,62.67,48.71,22.71,ADEQUATE,0,0.026935,0.03494,2.3,1.15,145.8
1800000529,MORGAN EMILY,Pulmonary,Respiratory Disease,Sleep Medicine,No,RESPIRATORY CARE GROUP - SAN ANTONIO,TX,78264,48029,Bexar County,4778,13365.3,2.8879,14.0,83.95,0,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.7973,62.67,48.71,22.71,ADEQUATE,0,0.021528,0.017111,87.6,96.25,116.54
1800000530,WHITE DANIEL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,RESPIRATORY CARE GROUP - SAN ANTONIO,TX,78201,48029,Bexar County,6619,28198.0,1.8939,11.7,70.8,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.2602,62.67,48.71,22.71,ADEQUATE,0,0.029823,0.0361,25.0,76.32,161.44
1800000531,FOSTER KARAN,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - ALAMO HEIGHTS,TX,78238,48029,Bexar County,5895,23663.3,2.2113,4.0,42.48,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.0141,62.67,48.71,22.71,ADEQUATE,0,0.026561,0.030294,47.6,9.32,143.78
1800000532,PARKER RAHUL,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - ALAMO HEIGHTS,TX,78234,48029,Bexar County,7028,29146.2,1.1706,7.3,68.11,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.1472,62.67,48.71,22.71,ADEQUATE,0,0.031666,0.037314,2.7,39.15,171.41
1800000533,WILSON SOPHIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - SAN ANTONIO,TX,78210,48029,Bexar County,5920,21073.7,2.3649,10.9,31.57,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.5597,62.67,48.71,22.71,ADEQUATE,0,0.026674,0.026979,57.72,69.27,144.39
1800000534,GOMEZ FATIMA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - ALAMO HEIGHTS,TX,78273,48029,Bexar County,7013,17073.2,2.5686,12.1,56.14,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.4345,62.67,48.71,22.71,ADEQUATE,0,0.031598,0.021857,71.15,80.23,171.05
1800000535,REED MAYA,Pulmonary,Respiratory Disease,Internal Medicine,No,PULMONARY & SLEEP CENTER - ALAMO HEIGHTS,TX,78277,48029,Bexar County,4319,19196.0,2.4084,10.4,71.58,0,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.4445,62.67,48.71,22.71,ADEQUATE,0,0.01946,0.024575,60.4,64.95,105.34
1800000536,YOUNG THOMAS,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,PULMONARY & SLEEP CENTER - SAN ANTONIO,TX,78263,48029,Bexar County,5329,15211.2,3.0839,4.7,92.86,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.8544,62.67,48.71,22.71,ADEQUATE,0,0.024011,0.019474,93.45,15.9,129.98
1800000537,JACKSON AMELIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - LEON VALLEY,TX,78236,48029,Bexar County,6121,17269.8,2.0392,11.6,58.99,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.8214,62.67,48.71,22.71,ADEQUATE,0,0.027579,0.022109,34.42,75.5,149.29
1800000538,ROBERTS HANNAH,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - ALAMO HEIGHTS,TX,78206,48029,Bexar County,5456,23599.7,2.4698,4.1,52.52,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.3255,62.67,48.71,22.71,ADEQUATE,0,0.024583,0.030213,64.7,10.22,133.07
1800000539,ANDERSON NADIA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - ALAMO HEIGHTS,TX,78226,48029,Bexar County,6131,16085.1,1.9539,10.1,43.63,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.6236,62.67,48.71,22.71,ADEQUATE,0,0.027624,0.020592,28.52,62.52,149.54
1800000540,KIM WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,PULMONARY & SLEEP CENTER - ALAMO HEIGHTS,TX,78203,48029,Bexar County,5085,20813.5,2.2584,10.1,42.98,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.0931,62.67,48.71,22.71,ADEQUATE,0,0.022911,0.026646,50.7,62.52,124.02
1800000541,TAYLOR BENJAMIN,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - ALAMO HEIGHTS,TX,78235,48029,Bexar County,5921,18743.4,2.8708,10.9,32.42,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.1656,62.67,48.71,22.71,ADEQUATE,0,0.026678,0.023996,86.75,69.27,144.41
1800000542,BROWN JAMES,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - LEON VALLEY,TX,78207,48029,Bexar County,6782,29098.5,2.7224,5.6,54.7,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.2905,62.67,48.71,22.71,ADEQUATE,0,0.030557,0.037252,79.8,23.92,165.41
1800000543,MARTIN OLIVIA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - LEON VALLEY,TX,78281,48029,Bexar County,6326,20330.3,2.795,13.7,78.09,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.2138,62.67,48.71,22.71,ADEQUATE,0,0.028503,0.026027,83.25,94.25,154.29
1800000544,THOMPSON EMILY,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,RESPIRATORY CARE GROUP - SAN ANTONIO,TX,78203,48029,Bexar County,4554,14232.6,2.389,4.2,78.67,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.1253,62.67,48.71,22.71,ADEQUATE,0,0.020519,0.018221,59.1,11.2,111.07
1800000545,CLARK DANIEL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,RESPIRATORY CARE GROUP - ALAMO HEIGHTS,TX,78239,48029,Bexar County,5212,18009.3,1.9751,6.3,42.03,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.4554,62.67,48.71,22.71,ADEQUATE,0,0.023484,0.023056,30.45,29.9,127.12
1800000546,MITCHELL KARAN,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - SAN ANTONIO,TX,78263,48029,Bexar County,3503,16372.6,2.5208,11.8,98.0,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.6739,62.67,48.71,22.71,ADEQUATE,0,0.015783,0.020961,68.15,77.4,85.44
1800000547,WALKER RAHUL,Pulmonary,Respiratory Disease,Critical Care Medicine,No,RESPIRATORY CARE GROUP - ALAMO HEIGHTS,TX,78296,48029,Bexar County,4772,14737.2,2.5016,10.3,15.42,0,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.0883,62.67,48.71,22.71,ADEQUATE,0,0.021501,0.018867,67.2,64.08,116.39
1800000548,EDWARDS SOPHIA,Pulmonary,Respiratory Disease,Critical Care Medicine,No,PULMONARY & SLEEP CENTER - SAN ANTONIO,TX,78221,48029,Bexar County,3668,8894.7,2.5545,12.4,53.3,0,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.4249,62.67,48.71,22.71,ADEQUATE,0,0.016527,0.011387,70.15,83.0,89.46
1800000549,MORGAN FATIMA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,LUNG HEALTH SPECIALISTS - SAN ANTONIO,TX,78271,48029,Bexar County,6421,16632.8,2.3464,12.1,61.01,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.5904,62.67,48.71,22.71,ADEQUATE,0,0.028931,0.021294,56.4,80.23,156.61
1800000550,WHITE MAYA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,RESPIRATORY CARE GROUP - SAN ANTONIO,TX,78218,48029,Bexar County,4158,17806.8,2.8416,13.5,83.95,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.2825,62.67,48.71,22.71,ADEQUATE,0,0.018735,0.022797,85.25,92.65,101.41
1800000551,FOSTER THOMAS,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - LEON VALLEY,TX,78251,48029,Bexar County,7181,21533.2,2.8396,7.0,51.14,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,2.9986,62.67,48.71,22.71,ADEQUATE,0,0.032355,0.027567,85.15,36.02,175.15
1800000552,PARKER AMELIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - ALAMO HEIGHTS,TX,78286,48029,Bexar County,5605,23258.1,2.4988,7.5,56.45,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.1495,62.67,48.71,22.71,ADEQUATE,0,0.025254,0.029775,66.9,40.48,136.71
1800000553,WILSON HANNAH,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - SAN ANTONIO,TX,78282,48029,Bexar County,5548,26495.6,2.5449,3.6,59.29,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,4.7757,62.67,48.71,22.71,ADEQUATE,0,0.024997,0.03392,69.7,5.78,135.32
1800000554,GOMEZ NADIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - SAN ANTONIO,TX,78285,48029,Bexar County,5933,21894.9,2.8493,12.5,58.66,1,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.6904,62.67,48.71,22.71,ADEQUATE,0,0.026732,0.02803,85.65,84.02,144.71
1800000555,REED WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,No,LUNG HEALTH SPECIALISTS - ALAMO HEIGHTS,TX,78214,48029,Bexar County,4047,14705.6,1.9452,12.6,40.23,0,41,221943,221943.0,781116.3,5413.243902439024,5413.243902439024,35,0,100.0,24.0,3.6337,62.67,48.71,22.71,ADEQUATE,0,0.018234,0.018826,27.95,85.0,98.71
1800000556,WILLIAMS SARAH,Rheumatology,Arthritis,Pain Medicine,Yes,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78235,48029,Bexar County,6685,26698.6,2.2146,9.3,56.8,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.9938,18.67,40.64,30.9,ADEQUATE,5,0.023636,0.024866,47.85,55.35,167.12
1800000557,GARCIA AARON,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78205,48029,Bexar County,6624,17091.8,2.2405,5.2,61.77,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.5803,18.67,40.64,30.9,ADEQUATE,5,0.023421,0.015919,49.45,20.38,165.6
1800000558,PATEL GEORGE,Rheumatology,Arthritis,Internal Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - SAN ANTONIO,TX,78214,48029,Bexar County,8897,37270.9,2.1722,10.5,70.29,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.1892,18.67,40.64,30.9,ADEQUATE,5,0.031458,0.034713,44.35,65.92,222.42
1800000559,WRIGHT MICHAEL,Rheumatology,Arthritis,Geriatric Medicine,Yes,ARTHRITIS CARE CENTER - ALAMO HEIGHTS,TX,78229,48029,Bexar County,6305,26148.8,3.3833,12.6,64.68,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.1473,18.67,40.64,30.9,ADEQUATE,5,0.022293,0.024354,97.85,85.0,157.62
1800000560,HARRIS VICTOR,Rheumatology,Arthritis,Internal Medicine,Yes,RHEUMATOLOGY ASSOCIATES - LEON VALLEY,TX,78248,48029,Bexar County,5661,22334.9,2.1002,9.8,62.27,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.9454,18.67,40.64,30.9,ADEQUATE,5,0.020016,0.020802,39.05,59.9,141.52
1800000561,RIVERA ANIKA,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78282,48029,Bexar County,7430,33378.7,2.9669,12.7,66.61,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.4924,18.67,40.64,30.9,ADEQUATE,5,0.026271,0.031088,90.2,86.02,185.75
1800000562,ADAMS ISABEL,Rheumatology,Arthritis,Pain Medicine,Yes,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78246,48029,Bexar County,8873,30597.1,2.1229,14.2,46.78,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.4483,18.67,40.64,30.9,ADEQUATE,5,0.031373,0.028497,40.42,97.62,221.82
1800000563,JOHNSON NOAH,Rheumatology,Arthritis,Pain Medicine,No,RHEUMATOLOGY ASSOCIATES - SAN ANTONIO,TX,78260,48029,Bexar County,5078,22025.2,2.9461,7.5,67.88,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.3374,18.67,40.64,30.9,ADEQUATE,5,0.017955,0.020514,89.45,40.48,126.95
1800000564,SANCHEZ ZOE,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78229,48029,Bexar County,8840,31208.5,2.3987,5.6,16.98,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.5304,18.67,40.64,30.9,ADEQUATE,5,0.031256,0.029067,59.65,23.92,221.0
1800000565,BAKER CARLOS,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78227,48029,Bexar County,4738,17246.3,2.1131,14.5,58.78,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.64,18.67,40.64,30.9,ADEQUATE,5,0.016752,0.016063,39.65,99.8,118.45
1800000566,LEE JULIA,Rheumatology,Arthritis,Internal Medicine,No,RHEUMATOLOGY ASSOCIATES - ALAMO HEIGHTS,TX,78265,48029,Bexar County,8096,32476.8,1.7241,10.0,42.92,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.0115,18.67,40.64,30.9,ADEQUATE,5,0.028625,0.030248,16.3,61.72,202.4
1800000567,THOMAS PRIYA,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - ALAMO HEIGHTS,TX,78262,48029,Bexar County,4600,17185.2,2.1797,3.2,35.91,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.7359,18.67,40.64,30.9,ADEQUATE,5,0.016264,0.016006,45.0,2.17,115.0
1800000568,CARTER DAVID,Rheumatology,Arthritis,Geriatric Medicine,No,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78257,48029,Bexar County,8145,28007.7,2.7214,3.6,22.17,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.4386,18.67,40.64,30.9,ADEQUATE,5,0.028799,0.026086,79.75,5.78,203.62
1800000569,MILLER ELENA,Rheumatology,Arthritis,Pain Medicine,Yes,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78251,48029,Bexar County,7906,36752.0,2.276,8.2,23.09,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.6486,18.67,40.64,30.9,ADEQUATE,5,0.027954,0.03423,51.65,46.48,197.65
1800000570,TURNER LUCAS,Rheumatology,Arthritis,Pain Medicine,No,RHEUMATOLOGY ASSOCIATES - LEON VALLEY,TX,78213,48029,Bexar County,6404,25789.2,1.4329,5.7,49.43,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.027,18.67,40.64,30.9,ADEQUATE,5,0.022643,0.024019,7.0,24.7,160.1
1800000571,DAVIS SARAH,Rheumatology,Arthritis,Pain Medicine,No,RHEUMATOLOGY ASSOCIATES - ALAMO HEIGHTS,TX,78261,48029,Bexar County,9049,31079.4,1.9714,5.5,71.25,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.4346,18.67,40.64,30.9,ADEQUATE,5,0.031995,0.028947,30.0,23.2,226.22
1800000572,MOORE AARON,Rheumatology,Arthritis,Internal Medicine,No,MUSCULOSKELETAL HEALTH GROUP - SAN ANTONIO,TX,78236,48029,Bexar County,6228,28160.9,2.0315,3.1,63.73,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.5217,18.67,40.64,30.9,ADEQUATE,5,0.022021,0.026228,33.95,1.15,155.7
1800000573,WATSON GEORGE,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - SAN ANTONIO,TX,78226,48029,Bexar County,7081,17104.2,2.616,5.2,86.99,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.4155,18.67,40.64,30.9,ADEQUATE,5,0.025037,0.01593,73.8,20.38,177.02
1800000574,EVANS MICHAEL,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78277,48029,Bexar County,9042,36676.0,2.159,11.8,96.41,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.0562,18.67,40.64,30.9,ADEQUATE,5,0.03197,0.034159,43.35,77.4,226.05
1800000575,NELSON VICTOR,Rheumatology,Arthritis,Internal Medicine,Yes,RHEUMATOLOGY ASSOCIATES - SAN ANTONIO,TX,78240,48029,Bexar County,8188,22938.6,1.6426,3.7,67.79,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.8015,18.67,40.64,30.9,ADEQUATE,5,0.028951,0.021364,13.15,6.65,204.7
1800000576,WILLIAMS ANIKA,Rheumatology,Arthritis,Pain Medicine,No,RHEUMATOLOGY ASSOCIATES - LEON VALLEY,TX,78221,48029,Bexar County,6279,25264.3,2.8817,4.7,57.44,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.0236,18.67,40.64,30.9,ADEQUATE,5,0.022201,0.023531,87.25,15.9,156.98
1800000577,GARCIA ISABEL,Rheumatology,Arthritis,Geriatric Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78212,48029,Bexar County,6585,27295.5,1.8944,8.5,44.03,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.1451,18.67,40.64,30.9,ADEQUATE,5,0.023283,0.025422,25.05,49.0,164.62
1800000578,PATEL NOAH,Rheumatology,Arthritis,Internal Medicine,Yes,RHEUMATOLOGY ASSOCIATES - SAN ANTONIO,TX,78228,48029,Bexar County,6980,33068.8,3.4829,4.2,66.03,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.7377,18.67,40.64,30.9,ADEQUATE,5,0.024679,0.0308,98.65,11.2,174.5
1800000579,WRIGHT ZOE,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78279,48029,Bexar County,4681,14012.0,2.4041,3.9,67.91,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.9934,18.67,40.64,30.9,ADEQUATE,5,0.016551,0.01305,60.1,8.4,117.02
1800000580,HARRIS CARLOS,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78239,48029,Bexar County,9103,35666.5,1.9441,3.7,42.8,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.9181,18.67,40.64,30.9,ADEQUATE,5,0.032186,0.033219,27.85,6.65,227.58
1800000581,RIVERA JULIA,Rheumatology,Arthritis,Internal Medicine,Yes,RHEUMATOLOGY ASSOCIATES - LEON VALLEY,TX,78273,48029,Bexar County,6010,26898.0,2.4514,9.6,48.01,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.4755,18.67,40.64,30.9,ADEQUATE,5,0.02125,0.025052,63.25,57.88,150.25
1800000582,ADAMS PRIYA,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78298,48029,Bexar County,9020,42126.1,0.9761,13.0,59.0,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.6703,18.67,40.64,30.9,ADEQUATE,5,0.031892,0.039235,1.15,88.8,225.5
1800000583,JOHNSON DAVID,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78233,48029,Bexar County,8062,30961.3,1.7293,8.0,43.51,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.8404,18.67,40.64,30.9,ADEQUATE,5,0.028505,0.028837,16.65,45.08,201.55
1800000584,SANCHEZ ELENA,Rheumatology,Arthritis,Pain Medicine,Yes,ARTHRITIS CARE CENTER - ALAMO HEIGHTS,TX,78208,48029,Bexar County,7738,24140.8,2.7199,12.8,50.33,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.1198,18.67,40.64,30.9,ADEQUATE,5,0.02736,0.022484,79.55,87.05,193.45
1800000585,BAKER LUCAS,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - ALAMO HEIGHTS,TX,78219,48029,Bexar County,6787,29562.0,1.7497,6.8,53.01,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.3557,18.67,40.64,30.9,ADEQUATE,5,0.023997,0.027533,17.7,34.12,169.68
1800000586,LEE SARAH,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78229,48029,Bexar County,5437,24505.6,2.1356,5.3,30.7,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.5072,18.67,40.64,30.9,ADEQUATE,5,0.019224,0.022824,41.4,21.45,135.93
1800000587,THOMAS AARON,Rheumatology,Arthritis,Pain Medicine,No,RHEUMATOLOGY ASSOCIATES - LEON VALLEY,TX,78217,48029,Bexar County,9169,25260.1,2.4536,3.1,51.99,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.7549,18.67,40.64,30.9,ADEQUATE,5,0.032419,0.023527,63.4,1.15,229.22
1800000588,CARTER GEORGE,Rheumatology,Arthritis,Pain Medicine,No,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78274,48029,Bexar County,7109,31647.4,1.5863,11.3,47.55,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.4517,18.67,40.64,30.9,ADEQUATE,5,0.025136,0.029476,11.3,72.78,177.72
1800000589,MILLER MICHAEL,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - SAN ANTONIO,TX,78220,48029,Bexar County,8544,28817.6,1.21,13.4,42.89,1,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.3728,18.67,40.64,30.9,ADEQUATE,5,0.030209,0.02684,3.05,91.75,213.6
1800000590,TURNER VICTOR,Rheumatology,Arthritis,Geriatric Medicine,No,RHEUMATOLOGY ASSOCIATES - ALAMO HEIGHTS,TX,78213,48029,Bexar County,6098,18973.5,2.0591,4.1,68.78,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.1114,18.67,40.64,30.9,ADEQUATE,5,0.021561,0.017671,35.9,10.22,152.45
1800000591,DAVIS ANIKA,Rheumatology,Arthritis,Pain Medicine,No,ARTHRITIS CARE CENTER - SAN ANTONIO,TX,78297,48029,Bexar County,8460,22713.8,2.6898,7.9,52.59,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,2.6848,18.67,40.64,30.9,ADEQUATE,5,0.029912,0.021155,77.85,44.15,211.5
1800000592,MOORE ISABEL,Rheumatology,Arthritis,Geriatric Medicine,No,RHEUMATOLOGY ASSOCIATES - SAN ANTONIO,TX,78257,48029,Bexar County,4829,20117.0,2.4933,9.4,53.68,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.1659,18.67,40.64,30.9,ADEQUATE,5,0.017074,0.018737,66.15,56.2,120.72
1800000593,WATSON NOAH,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - ALAMO HEIGHTS,TX,78201,48029,Bexar County,4806,18939.6,2.2195,7.1,48.74,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,3.9408,18.67,40.64,30.9,ADEQUATE,5,0.016993,0.01764,48.28,37.05,120.15
1800000594,EVANS ZOE,Rheumatology,Arthritis,Internal Medicine,No,ARTHRITIS CARE CENTER - LEON VALLEY,TX,78255,48029,Bexar County,5780,27167.0,2.1637,8.6,71.83,0,40,282826,282826.0,1073679.5,7070.65,7070.65,45,5,88.89,68.0,4.7002,18.67,40.64,30.9,ADEQUATE,5,0.020437,0.025303,43.8,49.78,144.5
